播主名称,ID,头像,认证信息,行业,内容标签,总粉丝,飞瓜指数,总作品,总点赞,,,,,,
原神,yuanshen_mihoyo,https://p11.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_980d58907aeb49ad98eee954b5737a87.heic?from=2956013662,上海米哈游影铁科技有限公司,游戏,,8522435,1043.1,1349,148913469,,,,,,
标题,视频发布时间,视频时长,视频链接,视频热度,热词Top3,视频销售额,视频销量,点赞,评论,分享,收藏,互动量,互动率,GPM,播放量
#原神  #雷电将军 「影寂天下人」活动祈愿进行中，2024年1月30日14:59前：限定五星角色「一心净土·雷电将军(雷)」、四星角色「明律决罚·夏沃蕾(火)」「黑羽鸣镝·九条裟罗(雷)」「命运试金石·班尼特(火)」概率UP！,2024/1/11 18:00,10秒,https://www.douyin.com/share/video/7322742340752264475/?mid=7322742516254542642,47.49,"雷神,将军,歪了",--,--,216790,11907,4706,11348,244751,7.07%,0,3463798
#原神  #宵宫 「焰色天河」活动祈愿进行中，2024年1月30日14:59前：限定五星角色「琉焰华舞·宵宫(火)」、四星角色「明律决罚·夏沃蕾(火)」「黑羽鸣镝·九条裟罗(雷)」「命运试金石·班尼特(火)」概率UP！,2024/1/11 18:00,10秒,https://www.douyin.com/share/video/7322743729176022310/?mid=7322743829361216268,17.46,"宵宫,重做,给你",--,--,63087,3271,927,2359,69644,4.81%,0,1448624
"#原神非遗  #流光拾遗之旅  #原神 
《原神》「流光拾遗之旅」——尘世篇·金银细工    
总有些珍贵之物熠熠夺目，正如精巧的金器、悬空的琼宇，以及千金散尽还复来的气魄。",2024/1/12 12:02,7分25秒,https://www.douyin.com/share/video/7323057105110355238/?mid=7323057237415529235,19,"宕机,群玉阁,原神",--,--,50324,5448,7711,2453,65936,5.16%,0,1277085
"#原神 #彩鹞栉春风 
亲爱的旅行者，现在是派蒙的特别节目预告时间> < 
《原神》4.4版本「彩鹞栉春风」前瞻特别节目将于1月19日（本周五）晚20:00正式开启。",2024/1/17 12:05,10秒,https://www.douyin.com/share/video/7324913402701253926/?mid=7324913458451974953,49.53,"原神,邮箱,老登",--,--,124849,28126,19637,5664,178276,3.77%,0,4729584
#原神 迪奥娜生日快乐｜你怎么来了？找我出去玩吗？,2024/1/18 12:01,14秒,https://www.douyin.com/share/video/7325283443779046683/?mid=7325283520753044262,17.75,"生日快乐,迪奥娜,游戏",--,--,67375,2656,328,1886,72245,7.98%,0,905273
#原神  #原神音乐    我们在一段旋律里暂别，又在另一段旋律重新相遇。|| 「星光来信」——《原神》第四张角色主题OST宣传H5正式上线。（参与活动可获得原石奖励。）,2024/1/18 12:03,20秒,https://www.douyin.com/share/video/7325284008391200038/?mid=7325284137357822757,45.28,"纠缠之缘,原神,旅行者",--,--,143221,9246,3823,13339,169629,7.26%,0,2336108
#原神  #原神音乐   芙宁娜——「星光来信」（参与活动可获得原石奖励。）,2024/1/18 12:06,10秒,https://www.douyin.com/share/video/7325284501876264202/?mid=7325284824434887443,51.74,"派蒙,好可爱,原神",--,--,257525,4577,19371,27137,308610,7.03%,0,4390800
#原神  #原神音乐   莱欧斯利——「星光来信」（参与活动可获得原石奖励。）,2024/1/18 12:09,11秒,https://www.douyin.com/share/video/7325285349851286822/?mid=7325285520665971507,37.89,"派蒙,宕机,九转",--,--,96383,1797,5250,5763,109193,5.58%,0,1955561
#原神  #原神音乐   那维莱特——「星光来信」（参与活动可获得原石奖励。）,2024/1/18 12:10,15秒,https://www.douyin.com/share/video/7325285833295023387/?mid=7325285915635256115,14.73,"原神,派蒙,旅行者",--,--,34320,760,1792,3305,40177,5.73%,0,701357
#原神  #原神音乐   艾尔海森——「星光来信」（参与活动可获得原石奖励。）,2024/1/18 12:12,10秒,https://www.douyin.com/share/video/7325286149709237541/?mid=7325286304005098267,38.89,"派蒙,原神,纠缠之缘",--,--,105817,2815,5334,6550,120516,5.77%,0,2089067
#原神  #原神音乐   流浪者——「星光来信」 （参与活动可获得原石奖励。）,2024/1/18 12:13,18秒,https://www.douyin.com/share/video/7325286566400675122/?mid=7325286683270793994,42.3,"派蒙,好可爱,宕机",--,--,113778,3669,8122,11303,136872,7.71%,0,1776331
#原神  #原神枫丹   #原神亚洲赛  七圣召唤亚洲邀请赛淘汰赛1月19日13点正式开启！,2024/1/19 12:09,9秒,https://www.douyin.com/share/video/7325656562054335753/?mid=7325656624441920265,13.27,"原神,纠缠之缘,纠缠",--,--,25033,1978,174,742,27927,3.95%,0,707745
#原神 #原神海灯节 《原神》4.4版本PV：「彩鹞栉春风」,2024/1/19 20:55,3分50秒,https://www.douyin.com/share/video/7325792030821502246/?mid=7325792219721141002,62.75,"原神,纠缠,纠缠之缘",--,--,289703,63667,22895,21005,397270,7.83%,0,5070977
#原神 #原神海灯节 原来又是一年——第一篇,2024/1/19 21:15,2分30秒,https://www.douyin.com/share/video/7325797206236187914/?mid=7325797386710371091,9.28,"纠缠之缘,旅行者,邮件",--,--,4668,925,98,172,5863,2.56%,0,228980
#原神 #原神海灯节 原来又是一年——第二篇,2024/1/19 21:15,2分16秒,https://www.douyin.com/share/video/7325796516256419123/?mid=7325797436591524618,11.43,"纠缠之缘,原神,旅行者",--,--,17001,2238,518,555,20312,2.92%,0,695991
#原神 #原神海灯节 原来又是一年——第三篇,2024/1/19 21:15,2分47秒,https://www.douyin.com/share/video/7325797207901293834/?mid=7325797462539438886,9.28,"原神,纠缠,纠缠之缘",--,--,5993,1235,116,250,7594,3.04%,0,250156
#原神 #原神海灯节 4.4版本前瞻特别节目|闲云小剧场,2024/1/19 21:30,3分15秒,https://www.douyin.com/share/video/7325801035690200329/?mid=7325801201239493426,11.99,"纠缠之缘,原神,纠缠",--,--,19103,3452,475,869,23899,3.80%,0,628340
#原神  #原神海灯节  4.4版本前瞻特别节目|开场,2024/1/19 21:30,2分46秒,https://www.douyin.com/share/video/7325801077226458406/?mid=7325801253651385124,9.28,"原神,纠缠之缘,纠缠",--,--,7208,2687,104,301,10300,2.81%,0,366378
#原神  #原神海灯节  4.4版本前瞻特别节目|嘉明角色介绍,2024/1/19 22:11,3分35秒,https://www.douyin.com/share/video/7325811759917305097/?mid=7325812000792136458,9.28,"纠缠之缘,旅行者,邮件",--,--,5114,1376,202,302,6994,2.49%,0,281332
#原神 #原神海灯节 4.4版本前瞻特别节目|闲云角色介绍,2024/1/19 22:12,6分39秒,https://www.douyin.com/share/video/7325811828280380710/?mid=7325812071122176805,9.28,"纠缠之缘,纠缠,OK",--,--,10771,5537,509,558,17375,3.26%,0,532835
#原神  #原神海灯节  4.4版本前瞻特别节目|祈愿情报,2024/1/19 22:12,22秒,https://www.douyin.com/share/video/7325812027002326299/?mid=7325812070853774091,11.91,"纠缠之缘,纠缠,原神",--,--,18782,5607,928,672,25989,2.44%,0,1067086
#原神 #原神海灯节《原神》4.4版本「彩鹞栉春风」前瞻特别节目回顾,2024/1/19 22:19,图文视频,https://www.douyin.com/share/video/7325813997138152731/?mid=7325729829642980135,18.04,"纠缠之缘,纠缠,感谢",--,--,36275,13809,5577,2928,58589,4.49%,0,1304664
#原神  #原神海灯节  4.4版本前瞻特别节目|融风渐暖,2024/1/20 11:00,1分47秒,https://www.douyin.com/share/video/7325804840012041510/?mid=7325805077728398116,9.28,"原神,纠缠,纠缠之缘",--,--,6083,1713,123,244,8163,2.62%,0,311473
#原神  #原神海灯节  4.4版本前瞻特别节目|况是花繁月正明,2024/1/20 11:00,1分24秒,https://www.douyin.com/share/video/7325805191435914523/?mid=7325805432415488778,9.28,"邮箱,感谢,一年",--,--,8828,2382,78,285,11573,2.97%,0,389388
#原神  #原神海灯节  4.4版本前瞻特别节目|半入江风半入云,2024/1/20 11:00,2分19秒,https://www.douyin.com/share/video/7325805608106462514/?mid=7325805841907059482,10.95,"纠缠,原神,纠缠之缘",--,--,15363,6091,212,486,22152,3.88%,0,570454
#原神 #原神海灯节 《原神》定格动画-「瑞兽祥闻」,2024/1/20 12:00,1分46秒,https://www.douyin.com/share/video/7325806556623179034/?mid=7325806751675091724,16.28,"原神,OK,嘉明",--,--,48323,7346,1744,3981,61394,3.63%,0,1689971
#原神  #原神海灯节  4.4版本前瞻特别节目|沉玉谷介绍,2024/1/20 12:30,4分29秒,https://www.douyin.com/share/video/7325807322528369971/?mid=7325807634538433291,9.28,"原神,纠缠,OK",--,--,7722,5607,211,338,13878,2.10%,0,659507
#原神  #原神海灯节  4.4版本前瞻特别节目|全新敌人展示,2024/1/20 13:00,2分53秒,https://www.douyin.com/share/video/7325807851610426650/?mid=7325808097459637004,9.28,"原神,纠缠之缘,OK",--,--,4354,2938,60,232,7584,1.70%,0,447074
#原神 #原神海灯节 4.4版本前瞻特别节目|本期海灯节主题介绍,2024/1/20 14:00,1分14秒,https://www.douyin.com/share/video/7325808312207805705/?mid=7325808462091307815,9.28,"原神,纠缠之缘,OK",--,--,5568,3563,87,246,9464,1.61%,0,587549
#原神  #原神海灯节  4.4版本前瞻特别节目|申鹤＆甘雨＆行秋新衣装展示,2024/1/20 14:30,1分4秒,https://www.douyin.com/share/video/7325808994885373234/?mid=7325809145630296843,9.28,"原神,纠缠之缘,行秋",--,--,8307,3840,579,489,13215,1.56%,0,844717
#原神  #原神海灯节  4.4版本前瞻特别节目|海灯节活动介绍,2024/1/20 15:00,4分59秒,https://www.douyin.com/share/video/7325809401414143283/?mid=7325809738036415295,9.28,"纠缠之缘,原神,纠缠",--,--,6346,4588,311,580,11825,1.78%,0,663001
#原神  #原神海灯节  4.4版本前瞻特别节目|「有朋自远方来」活动介绍,2024/1/20 16:00,1分17秒,https://www.douyin.com/share/video/7325810410601450762/?mid=7325810673202563891,9.28,"原神,纠缠,纠缠之缘",--,--,9705,6009,177,513,16404,1.69%,0,970912
#原神  #原神海灯节  4.4版本前瞻特别节目|「奇境谜丘探幽行」活动介绍,2024/1/20 16:30,1分18秒,https://www.douyin.com/share/video/7325810797345590538/?mid=7325811038159014668,9.28,"原神,纠缠之缘,纠缠",--,--,10385,5849,129,614,16977,1.51%,0,1127620
#原神  #原神海灯节  4.4版本前瞻特别节目|其他活动与系统更新介绍,2024/1/20 17:00,1分21秒,https://www.douyin.com/share/video/7325811246723370249/?mid=7325811466836593445,9.28,"原神,纠缠,OK",--,--,8526,6813,105,518,15962,1.24%,0,1289012
#原神  #原神海灯节  4.4版本前瞻特别节目|One Plus一加手机联动,2024/1/20 18:00,54秒,https://www.douyin.com/share/video/7325812000922029350/?mid=7325812149778156297,16.74,"原神,OK,取关",--,--,27099,14351,2654,1490,45594,1.46%,0,3113002
#原神  #原神海灯节  4.4版本前瞻特别节目|谢幕,2024/1/20 18:30,25秒,https://www.douyin.com/share/video/7325812609599524134/?mid=7325812838073174794,18.89,"原神,纠缠,OK",--,--,20772,64187,1151,1309,87419,0.96%,0,9110923
#原神   #原神亚洲赛  七圣召唤亚洲邀请赛总决赛1月21日15点正式开启！,2024/1/21 12:00,9秒,https://www.douyin.com/share/video/7326230735663172874/?mid=7326231063869131539,20.38,"原神,OK,纠缠",--,--,28546,99362,1708,1835,131451,1.43%,0,9183817
#原神  绮良良生日快乐｜怎么样怎么样，要不要猜猜里面是什么呢？,2024/1/22 12:00,14秒,https://www.douyin.com/share/video/7326767680051072306/?mid=7326767736825203506,25.29,"原神,良良,纠缠",--,--,85368,97299,2086,4902,189655,1.88%,0,10064186
#原神 罗莎莉亚生日快乐｜每年生日我都会来酒馆，点上一杯蒲公英酒。,2024/1/24 12:01,13秒,https://www.douyin.com/share/video/7327509778136042789/?mid=7327509981752806170,15.83,"生日快乐,罗莎莉亚,原神",--,--,43747,6486,301,1686,52220,3.03%,0,1721607
#原神 《原神》提瓦特风尚·衣装PV - 寒月浸霓裳,2024/1/24 12:01,1分21秒,https://www.douyin.com/share/video/7327509936458550554/?mid=7327510011226131210,22.05,"原神,纠缠,OK",--,--,64268,25170,5390,4380,99208,2.61%,0,3795564
#原神 《原神》闲云角色PV——「玄巧灵心」,2024/1/25 12:01,2分3秒,https://www.douyin.com/share/video/7327880979765382410/?mid=7327881070781713188,56.47,"原神,甘雨,纠缠",--,--,228253,33642,30629,30267,322791,5.56%,0,5810308
#原神 《原神》角色演示-「嘉明：吉彩高照」,2024/1/29 12:00,1分16秒,https://www.douyin.com/share/video/7329365287109692682/?mid=7329365342441048858,18.4,"嘉明,纠缠,原神",--,--,78115,7220,5995,5427,96757,6.72%,0,1439406
#原神 #原神千织 鸣雷的裁锦师·千织 | 千红曙染，裁锦缀织,2024/1/29 18:01,14秒,https://www.douyin.com/share/video/7329457970226515210/?mid=7329458194739153701,53.95,"千织,纠缠,双手剑",--,--,242461,13458,21173,12521,289613,4.29%,0,6744354
#原神  最新款机关烹饪神机研发完成！速来体验！ || 「仙人筑机巧」——《原神》新角色：闲云分享H5正式上线。（参与活动领取原石等游戏内道具奖励）,2024/1/29 18:31,11秒,https://www.douyin.com/share/video/7329465836840717578/?mid=7329465938963598119,15.05,"纠缠,原神,OK",--,--,36851,4180,603,1594,43228,4.25%,0,1018075
#原神 《原神》角色演示-「闲云：逸风逍遥」,2024/1/30 12:03,1分59秒,https://www.douyin.com/share/video/7329737061735386377/?mid=7329737173031308058,59.53,"甘雨,闲云,纠缠",--,--,284132,14525,29481,19957,348095,8.49%,0,4099288
